,target_name_x,accession_1_x,query_name_x,accession_2_x,E-value_1_x,score_1_x,bias_1_x,E-value_2_x,score_2_x,bias_2_x,exp_x,reg_x,clu_x,ov_x,env_x,dom_x,rep_x,inc_x,description_x,TC,new_encoded_TC_2,accession_code,subfamilies,target_name_y,accession_1_y,query_name_y,accession_2_y,E-value_1_y,score_1_y,bias_1_y,E-value_2_y,score_2_y,bias_2_y,exp_y,reg_y,clu_y,ov_y,env_y,dom_y,rep_y,inc_y,description_y,D_classes,host,Names
2270,tr|A0A8X8MF40|A0A8X8MF40_9CAUD,-,cluster_0,-,0.0,2981.4,55.3,0.0,2981.3,55.3,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh33 OX=2950780 PE=4 SV=1,TC0,TC0TC14,A0A8X8MF40,Straboviridae,tr|A0A8X8MF40|A0A8X8MF40_9CAUD,-,cluster_D38,-,2.3e-121,398.2,35.0,1.0000000000000001e-60,202.7,13.2,3.9,3,0,0,3,3,3,3,Long tail fiber OS=Shigella phage ESh33 OX=2950780 PE=4 SV=1,D38,Shigella,Shigella phage ESh33.
2271,tr|A0A8X8MFL8|A0A8X8MFL8_9CAUD,-,cluster_11,-,4.3000000000000006e-145,480.9,9.7,4.8e-145,480.8,9.7,1.0,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESH35 OX=2950756 PE=4 SV=1,TC11,TC11,A0A8X8MFL8,Straboviridae,tr|A0A8X8MFL8|A0A8X8MFL8_9CAUD,-,cluster_D81,-,9.2e-42,140.5,0.5,1.8e-41,139.5,0.5,1.5,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESH35 OX=2950756 PE=4 SV=1,D81,Shigella,Shigella phage ESH35.
2272,tr|A0A8X8MFZ1|A0A8X8MFZ1_9CAUD,-,cluster_11,-,5.9e-138,457.6,10.8,6.6e-138,457.4,10.8,1.0,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh36 OX=2950782 PE=4 SV=1,TC11,TC11,A0A8X8MFZ1,Straboviridae,tr|A0A8X8MFZ1|A0A8X8MFZ1_9CAUD,-,cluster_D81,-,2.1e-39,133.0,0.6,4.2e-39,132.0,0.6,1.5,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh36 OX=2950782 PE=4 SV=1,D81,Shigella,Shigella phage ESh36.
2273,tr|A0A8X8MG34|A0A8X8MG34_9CAUD,-,cluster_0,-,0.0,2997.6,57.7,0.0,2997.4,57.7,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh36 OX=2950782 PE=4 SV=1,TC0,TC0TC14,A0A8X8MG34,Straboviridae,tr|A0A8X8MG34|A0A8X8MG34_9CAUD,-,cluster_D38,-,2.7e-120,394.7,40.3,1.1000000000000001e-60,202.6,13.3,4.3,4,0,0,4,4,3,3,Long tail fiber OS=Shigella phage ESh36 OX=2950782 PE=4 SV=1,D38,Shigella,Shigella phage ESh36.
2274,tr|A0A8X8RIA4|A0A8X8RIA4_9CAUD,-,cluster_11,-,8.3e-124,411.3,9.0,9.2e-124,411.2,9.0,1.0,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh15 OX=2950760 PE=4 SV=1,TC11,TC11,A0A8X8RIA4,Straboviridae,tr|A0A8X8RIA4|A0A8X8RIA4_9CAUD,-,cluster_D81,-,3.4e-37,125.9,0.3,8e-37,124.7,0.3,1.7,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh15 OX=2950760 PE=4 SV=1,D81,Shigella,Shigella phage ESh15.
2275,tr|A0A8X8RIL5|A0A8X8RIL5_9CAUD,-,cluster_14,-,4.8e-232,772.9,53.6,1.8e-192,641.8,26.6,3.7,2,1,2,4,4,3,3,Tail fiber OS=Shigella phage ESh15 OX=2950760 PE=3 SV=1,TC14,TC14TC6TC13TC0,A0A8X8RIL5,Straboviridae,tr|A0A8X8RIL5|A0A8X8RIL5_9CAUD,-,cluster_D30,-,8.6e-53,176.7,2.9,8.6e-53,176.7,2.9,3.4,3,0,0,3,3,2,1,Tail fiber OS=Shigella phage ESh15 OX=2950760 PE=3 SV=1,D30,Shigella,Shigella phage ESh15.
2276,tr|A0A8X8RJ01|A0A8X8RJ01_9CAUD,-,cluster_0,-,0.0,2980.4,55.2,0.0,2980.3,55.2,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh17 OX=2950762 PE=4 SV=1,TC0,TC0TC14,A0A8X8RJ01,Straboviridae,tr|A0A8X8RJ01|A0A8X8RJ01_9CAUD,-,cluster_D38,-,3.1999999999999998e-121,397.7,35.5,5.5999999999999995e-61,203.5,13.6,3.9,3,0,0,3,3,3,3,Long tail fiber OS=Shigella phage ESh17 OX=2950762 PE=4 SV=1,D38,Shigella,Shigella phage ESh17.
2277,tr|A0A8X8RJ61|A0A8X8RJ61_9CAUD,-,cluster_16,-,2.5e-143,478.7,22.5,3.6e-143,478.1,22.5,1.2,1,0,0,1,1,1,1,Non-contractile tail fiber protein OS=Shigella phage ESh10 OX=2950758 PE=4 SV=1,TC16,TC16,A0A8X8RJ61,Autographiviridae,tr|A0A8X8RJ61|A0A8X8RJ61_9CAUD,-,cluster_D66,-,5.899999999999999e-70,233.2,2.1,3e-69,230.9,2.2,2.1,2,0,0,2,2,1,1,Non-contractile tail fiber protein OS=Shigella phage ESh10 OX=2950758 PE=4 SV=1,D66,Shigella,Shigella phage ESh10.
2278,tr|A0A8X8RJL8|A0A8X8RJL8_9CAUD,-,cluster_7,-,6.700000000000001e-48,163.7,29.6,9e-47,160.0,26.6,2.5,1,1,0,2,2,2,1,Tail fiber OS=Shigella phage ESh22 OX=2950768 PE=4 SV=1,TC7,TC7,A0A8X8RJL8,Ounavirinae,tr|A0A8X8RJL8|A0A8X8RJL8_9CAUD,-,cluster_D34,-,3.3e-15,55.6,0.8,1.3e-14,53.7,0.2,2.4,2,0,0,2,2,1,1,Tail fiber OS=Shigella phage ESh22 OX=2950768 PE=4 SV=1,D34,Shigella,Shigella phage ESh22.
2279,tr|A0A8X8RJM5|A0A8X8RJM5_9CAUD,-,cluster_0,-,1.2e-14,52.5,8.4,1.9e-14,51.9,8.4,1.2,1,0,0,1,1,1,1,Straight tail fiber OS=Shigella phage ESh16 OX=2950761 PE=4 SV=1,TC0,TC0,A0A8X8RJM5,Straboviridae,tr|A0A8X8RJM5|A0A8X8RJM5_9CAUD,-,cluster_D38,-,7.599999999999999e-24,83.8,8.3,1.5e-10,40.9,0.5,3.9,3,1,0,3,3,3,3,Straight tail fiber OS=Shigella phage ESh16 OX=2950761 PE=4 SV=1,D38,Shigella,Shigella phage ESh16.
2280,tr|A0A8X8RJV4|A0A8X8RJV4_9CAUD,-,cluster_11,-,2e-143,475.5,9.8,2.2e-143,475.3,9.8,1.0,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh24 OX=2950770 PE=4 SV=1,TC11,TC11,A0A8X8RJV4,Straboviridae,tr|A0A8X8RJV4|A0A8X8RJV4_9CAUD,-,cluster_D81,-,9.2e-42,140.5,0.5,1.8e-41,139.5,0.5,1.5,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh24 OX=2950770 PE=4 SV=1,D81,Shigella,Shigella phage ESh24.
2281,tr|A0A8X8RJX8|A0A8X8RJX8_9CAUD,-,cluster_6,-,4.1000000000000004e-213,707.5,28.4,4.6e-213,707.4,28.4,1.0,1,0,0,1,1,1,1,Tail fiber OS=Shigella phage ESh22 OX=2950768 PE=4 SV=1,TC6,TC6,A0A8X8RJX8,Ounavirinae,tr|A0A8X8RJX8|A0A8X8RJX8_9CAUD,-,cluster_D34,-,6.1e-45,150.8,0.9,1.3000000000000002e-44,149.8,0.9,1.6,1,0,0,1,1,1,1,Tail fiber OS=Shigella phage ESh22 OX=2950768 PE=4 SV=1,D34,Shigella,Shigella phage ESh22.
2282,tr|A0A8X8RKN4|A0A8X8RKN4_9CAUD,-,cluster_0,-,1.2e-18,65.8,14.5,8.3e-10,36.5,4.1,3.1,1,1,2,3,3,3,3,Straight tail fiber OS=Shigella phage ESh27 OX=2950773 PE=4 SV=1,TC0,TC0,A0A8X8RKN4,Straboviridae,tr|A0A8X8RKN4|A0A8X8RKN4_9CAUD,-,cluster_D38,-,2.1e-27,95.2,14.2,3.3e-10,39.8,0.7,3.7,3,1,0,3,3,3,3,Straight tail fiber OS=Shigella phage ESh27 OX=2950773 PE=4 SV=1,D38,Shigella,Shigella phage ESh27.
2283,tr|A0A8X8RKR6|A0A8X8RKR6_9CAUD,-,cluster_0,-,1.1e-14,52.7,8.4,1.7e-14,52.0,8.4,1.2,1,0,0,1,1,1,1,Straight tail fiber OS=Shigella phage ESh28 OX=2950774 PE=4 SV=1,TC0,TC0,A0A8X8RKR6,Straboviridae,tr|A0A8X8RKR6|A0A8X8RKR6_9CAUD,-,cluster_D38,-,7.599999999999999e-24,83.8,8.3,1.5e-10,40.9,0.5,3.9,3,1,0,3,3,3,3,Straight tail fiber OS=Shigella phage ESh28 OX=2950774 PE=4 SV=1,D38,Shigella,Shigella phage ESh28.
2284,tr|A0A8X8RL05|A0A8X8RL05_9CAUD,-,cluster_11,-,8.4e-89,296.9,7.4,1.0000000000000001e-88,296.6,7.4,1.1,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh28 OX=2950774 PE=4 SV=1,TC11,TC11,A0A8X8RL05,Straboviridae,tr|A0A8X8RL05|A0A8X8RL05_9CAUD,-,cluster_D81,-,4.1e-39,132.0,0.6,4.1e-39,132.0,0.6,1.8,2,0,0,2,2,1,1,Tail connector protein OS=Shigella phage ESh28 OX=2950774 PE=4 SV=1,D81,Shigella,Shigella phage ESh28.
2285,tr|A0A8X8RL47|A0A8X8RL47_9CAUD,-,cluster_0,-,0.0,2985.5,56.9,0.0,2985.3,56.9,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh24 OX=2950770 PE=4 SV=1,TC0,TC0TC14,A0A8X8RL47,Straboviridae,tr|A0A8X8RL47|A0A8X8RL47_9CAUD,-,cluster_D38,-,6.8e-119,390.2,39.8,1.8e-60,201.9,13.3,4.3,4,0,0,4,4,3,3,Long tail fiber OS=Shigella phage ESh24 OX=2950770 PE=4 SV=1,D38,Shigella,Shigella phage ESh24.
2286,tr|A0A8X8RLR3|A0A8X8RLR3_9CAUD,-,cluster_0,-,0.0,2982.9,55.6,0.0,2982.7,55.6,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh26 OX=2950772 PE=4 SV=1,TC0,TC0TC14,A0A8X8RLR3,Straboviridae,tr|A0A8X8RLR3|A0A8X8RLR3_9CAUD,-,cluster_D38,-,1.0999999999999999e-120,395.9,35.1,1.1000000000000001e-60,202.6,13.3,3.9,3,0,0,3,3,3,3,Long tail fiber OS=Shigella phage ESh26 OX=2950772 PE=4 SV=1,D38,Shigella,Shigella phage ESh26.
2287,tr|A0A8X8RM70|A0A8X8RM70_9CAUD,-,cluster_0,-,0.0,3000.6,54.3,0.0,3000.4,54.3,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh28 OX=2950774 PE=4 SV=1,TC0,TC0TC14,A0A8X8RM70,Straboviridae,tr|A0A8X8RM70|A0A8X8RM70_9CAUD,-,cluster_D38,-,1.8e-119,392.1,40.8,9e-61,202.8,13.4,4.3,4,0,0,4,4,3,3,Long tail fiber OS=Shigella phage ESh28 OX=2950774 PE=4 SV=1,D38,Shigella,Shigella phage ESh28.
2288,tr|A0A8X8RM87|A0A8X8RM87_9CAUD,-,cluster_0,-,0.0,2978.6,54.1,0.0,2978.4,54.1,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh32 OX=2950779 PE=4 SV=1,TC0,TC0TC14,A0A8X8RM87,Straboviridae,tr|A0A8X8RM87|A0A8X8RM87_9CAUD,-,cluster_D38,-,3.5999999999999996e-120,394.3,37.6,1.8e-60,201.9,13.3,4.0,3,0,0,3,3,3,3,Long tail fiber OS=Shigella phage ESh32 OX=2950779 PE=4 SV=1,D38,Shigella,Shigella phage ESh32.
2289,tr|A0A8X8RMI1|A0A8X8RMI1_9CAUD,-,cluster_11,-,2.2e-88,295.5,7.5,2.6e-88,295.3,7.5,1.1,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh30 OX=2950777 PE=4 SV=1,TC11,TC11,A0A8X8RMI1,Straboviridae,tr|A0A8X8RMI1|A0A8X8RMI1_9CAUD,-,cluster_D81,-,4.1e-39,132.0,0.6,4.1e-39,132.0,0.6,1.8,2,0,0,2,2,1,1,Tail connector protein OS=Shigella phage ESh30 OX=2950777 PE=4 SV=1,D81,Shigella,Shigella phage ESh30.
2290,tr|A0A8X8RML2|A0A8X8RML2_9CAUD,-,cluster_0,-,0.0,3002.0,57.1,0.0,3001.8,57.1,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh30 OX=2950777 PE=4 SV=1,TC0,TC0TC14,A0A8X8RML2,Straboviridae,tr|A0A8X8RML2|A0A8X8RML2_9CAUD,-,cluster_D38,-,6e-120,393.6,40.3,1.4e-60,202.2,13.1,4.2,4,0,0,4,4,3,3,Long tail fiber OS=Shigella phage ESh30 OX=2950777 PE=4 SV=1,D38,Shigella,Shigella phage ESh30.
2291,tr|A0A8X8RMQ7|A0A8X8RMQ7_9CAUD,-,cluster_11,-,1.6999999999999998e-142,472.4,9.8,1.9e-142,472.3,9.8,1.0,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh31 OX=2950778 PE=4 SV=1,TC11,TC11,A0A8X8RMQ7,Straboviridae,tr|A0A8X8RMQ7|A0A8X8RMQ7_9CAUD,-,cluster_D81,-,3.1999999999999996e-41,138.8,0.5,6.3e-41,137.8,0.5,1.5,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh31 OX=2950778 PE=4 SV=1,D81,Shigella,Shigella phage ESh31.
2292,tr|A0A8X8RMW0|A0A8X8RMW0_9CAUD,-,cluster_0,-,0.0,2990.2,57.9,0.0,2990.0,57.9,1.0,1,0,0,1,1,1,1,Long tail fiber OS=Shigella phage ESh31 OX=2950778 PE=4 SV=1,TC0,TC0TC14,A0A8X8RMW0,Straboviridae,tr|A0A8X8RMW0|A0A8X8RMW0_9CAUD,-,cluster_D38,-,6e-119,390.4,40.4,1.3000000000000002e-60,202.3,13.5,4.3,4,0,0,4,4,3,3,Long tail fiber OS=Shigella phage ESh31 OX=2950778 PE=4 SV=1,D38,Shigella,Shigella phage ESh31.
2293,tr|A0A8X8RNB9|A0A8X8RNB9_9CAUD,-,cluster_11,-,5.7e-135,447.8,12.5,6.4e-135,447.7,12.5,1.0,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh33 OX=2950780 PE=4 SV=1,TC11,TC11,A0A8X8RNB9,Straboviridae,tr|A0A8X8RNB9|A0A8X8RNB9_9CAUD,-,cluster_D81,-,9.5e-42,140.5,0.5,1.9e-41,139.5,0.5,1.5,1,0,0,1,1,1,1,Tail connector protein OS=Shigella phage ESh33 OX=2950780 PE=4 SV=1,D81,Shigella,Shigella phage ESh33.
2294,tr|A0A8X8RNC7|A0A8X8RNC7_9CAUD,-,cluster_14,-,5.2e-225,749.6,55.3,3.2999999999999996e-181,604.5,25.5,4.6,2,1,2,4,4,3,3,Tail fiber OS=Shigella phage ESh33 OX=2950780 PE=3 SV=1,TC14,TC14TC13TC6TC0,A0A8X8RNC7,Straboviridae,tr|A0A8X8RNC7|A0A8X8RNC7_9CAUD,-,cluster_D30,-,1.5e-52,175.9,3.2,1.5e-52,175.9,3.2,3.5,4,0,0,4,4,2,1,Tail fiber OS=Shigella phage ESh33 OX=2950780 PE=3 SV=1,D30,Shigella,Shigella phage ESh33.
2295,tr|A0A8X8RNH4|A0A8X8RNH4_9CAUD,-,cluster_0,-,1.1e-14,52.7,8.4,1.7e-14,52.0,8.4,1.2,1,0,0,1,1,1,1,Straight tail fiber OS=Shigella phage ESH35 OX=2950756 PE=4 SV=1,TC0,TC0,A0A8X8RNH4,Straboviridae,tr|A0A8X8RNH4|A0A8X8RNH4_9CAUD,-,cluster_D38,-,7.499999999999999e-24,83.8,8.3,1.5e-10,40.9,0.5,3.9,3,1,0,3,3,3,3,Straight tail fiber OS=Shigella phage ESH35 OX=2950756 PE=4 SV=1,D38,Shigella,Shigella phage ESH35.
2296,tr|A0A8X8RNK5|A0A8X8RNK5_9CAUD,-,cluster_0,-,1.8e-15,55.2,8.3,2.9e-15,54.6,8.3,1.2,1,0,0,1,1,1,1,Straight tail fiber OS=Shigella phage ESh36 OX=2950782 PE=4 SV=1,TC0,TC0,A0A8X8RNK5,Straboviridae,tr|A0A8X8RNK5|A0A8X8RNK5_9CAUD,-,cluster_D38,-,2.0000000000000002e-24,85.6,9.8,2e-10,40.5,1.1,4.3,3,1,1,4,4,4,3,Straight tail fiber OS=Shigella phage ESh36 OX=2950782 PE=4 SV=1,D38,Shigella,Shigella phage ESh36.
2297,tr|A0A915VGZ6|A0A915VGZ6_9CAUD,-,cluster_14,-,1.8e-12,45.7,24.8,1.8e-12,45.7,24.8,2.9,2,1,0,3,3,1,1,Peptidase S74 domain-containing protein OS=Pseudomonas phage sp. 30-2 OX=2972142 GN=RVBP16_3270 PE=4,TC14,TC14,A0A915VGZ6,Arenbergviridae,tr|A0A915VGZ6|A0A915VGZ6_9CAUD,-,cluster_D21,-,9.499999999999999e-24,84.3,0.2,2.4e-23,82.9,0.2,1.7,1,0,0,1,1,1,1,Peptidase S74 domain-containing protein OS=Pseudomonas phage sp. 30-2 OX=2972142 GN=RVBP16_3270 PE=4,D21,Pseudomonas,Pseudomonas phage sp. 30-2.
2298,tr|A0A915VH88|A0A915VH88_9CAUD,-,cluster_14,-,1.8e-12,45.7,24.4,1.8e-12,45.7,24.4,3.0,2,1,0,3,3,1,1,Peptidase S74 domain-containing protein OS=Pseudomonas phage sp. 30-3 OX=2972143 GN=RVBP17_0700 PE=4,TC14,TC14,A0A915VH88,Arenbergviridae,tr|A0A915VH88|A0A915VH88_9CAUD,-,cluster_D21,-,1.0000000000000001e-23,84.2,0.2,2.6e-23,82.9,0.2,1.7,1,0,0,1,1,1,1,Peptidase S74 domain-containing protein OS=Pseudomonas phage sp. 30-3 OX=2972143 GN=RVBP17_0700 PE=4,D21,Pseudomonas,Pseudomonas phage sp. 30-3.
2299,tr|A0A915VI59|A0A915VI59_9CAUD,-,cluster_10,-,2.8e-44,151.6,58.6,4.7e-14,51.7,6.5,9.1,2,1,7,9,9,8,6,Tail fiber protein OS=Pseudomonas phage sp. LC OX=2972144 GN=RVBP18_0010 PE=4 SV=1,TC10,TC10,A0A915VI59,unclassified,tr|A0A915VI59|A0A915VI59_9CAUD,-,cluster_D85,-,3e-26,91.2,7.5,0.0022,18.0,0.0,8.0,7,0,0,7,7,7,5,Tail fiber protein OS=Pseudomonas phage sp. LC OX=2972144 GN=RVBP18_0010 PE=4 SV=1,D85,Pseudomonas,Pseudomonas phage sp. LC.
2300,tr|A0A915VJ25|A0A915VJ25_9CAUD,-,cluster_10,-,2.9999999999999997e-44,151.5,58.4,5.1e-14,51.6,6.3,9.1,2,1,7,9,9,8,6,Tail fiber protein OS=Pseudomonas phage sp. NK1 OX=2972146 GN=RVBP20_1830 PE=4 SV=1,TC10,TC10,A0A915VJ25,unclassified,tr|A0A915VJ25|A0A915VJ25_9CAUD,-,cluster_D85,-,2.4e-26,91.6,7.1,0.0022,18.0,0.0,8.0,7,0,0,7,7,7,5,Tail fiber protein OS=Pseudomonas phage sp. NK1 OX=2972146 GN=RVBP20_1830 PE=4 SV=1,D85,Pseudomonas,Pseudomonas phage sp. NK1.
2301,tr|A0A915VLI9|A0A915VLI9_9CAUD,-,cluster_10,-,2.2e-43,148.6,59.9,6.1e-14,51.3,6.7,9.2,2,1,5,9,9,8,6,Tail fiber protein OS=Pseudomonas phage sp. Brmt OX=2972140 GN=RVBP14_2390 PE=4 SV=1,TC10,TC10,A0A915VLI9,unclassified,tr|A0A915VLI9|A0A915VLI9_9CAUD,-,cluster_D85,-,2e-27,95.0,9.9,0.0022,18.0,0.0,7.9,7,0,0,7,7,7,6,Tail fiber protein OS=Pseudomonas phage sp. Brmt OX=2972140 GN=RVBP14_2390 PE=4 SV=1,D85,Pseudomonas,Pseudomonas phage sp. Brmt.
2302,tr|A0A915Y9D7|A0A915Y9D7_9CAUD,-,cluster_10,-,5.9e-44,150.5,58.6,4.2e-14,51.8,6.2,9.1,2,1,7,9,9,8,6,Tail fiber protein OS=Pseudomonas phage sp. 30-1 OX=2972141 GN=RVBP15_0340 PE=4 SV=1,TC10,TC10,A0A915Y9D7,unclassified,tr|A0A915Y9D7|A0A915Y9D7_9CAUD,-,cluster_D85,-,2.4e-26,91.6,7.1,0.0022,18.0,0.0,7.9,7,0,0,7,7,7,5,Tail fiber protein OS=Pseudomonas phage sp. 30-1 OX=2972141 GN=RVBP15_0340 PE=4 SV=1,D85,Pseudomonas,Pseudomonas phage sp. 30-1.
2303,tr|A0A974MYX0|A0A974MYX0_9CAUD,-,cluster_11,-,1.1e-13,51.2,0.1,1.1e-13,51.2,0.1,3.1,3,0,0,3,3,2,1,Tail fiber protein OS=Pectobacterium phage POP12 OX=2741065 GN=POP12_135 PE=4 SV=1,TC11,TC11,A0A974MYX0,Straboviridae,tr|A0A974MYX0|A0A974MYX0_9CAUD,-,cluster_D81,-,1.3e-17,63.2,0.5,3.8e-17,61.7,0.0,2.0,2,0,0,2,2,1,1,Tail fiber protein OS=Pectobacterium phage POP12 OX=2741065 GN=POP12_135 PE=4 SV=1,D81,Pectobacterium,Pectobacterium phage POP12.
2304,tr|A0A974MZ33|A0A974MZ33_9CAUD,-,cluster_1,-,2.1e-20,73.0,1.5,9e-19,67.6,0.2,2.6,2,0,0,2,2,2,1,Tail fiber protein OS=Pectobacterium phage POP15 OX=2759209 GN=POP15_029 PE=3 SV=1,TC1,TC1,A0A974MZ33,Vequintavirinae,tr|A0A974MZ33|A0A974MZ33_9CAUD,-,cluster_D68,-,3.5e-20,71.9,0.0,6.9e-20,71.0,0.0,1.5,1,0,0,1,1,1,1,Tail fiber protein OS=Pectobacterium phage POP15 OX=2759209 GN=POP15_029 PE=3 SV=1,D68,Pectobacterium,Pectobacterium phage POP15.
2305,tr|A0A974MZH2|A0A974MZH2_9CAUD,-,cluster_0,-,3.800000000000001e-248,826.1,41.0,1.2e-239,797.9,39.1,2.2,2,0,0,2,2,2,2,Long tail fiber proximal subunit OS=Pectobacterium phage POP12 OX=2741065 GN=POP12_133 PE=4 SV=1,TC0,TC0,A0A974MZH2,Straboviridae,tr|A0A974MZH2|A0A974MZH2_9CAUD,-,cluster_D38,-,2.2e-80,266.0,50.6,1e-43,147.8,5.9,6.1,2,2,4,6,6,6,6,Long tail fiber proximal subunit OS=Pectobacterium phage POP12 OX=2741065 GN=POP12_133 PE=4 SV=1,D38,Pectobacterium,Pectobacterium phage POP12.
2306,tr|A0A974MZR9|A0A974MZR9_9CAUD,-,cluster_10,-,1.2e-129,433.7,111.5,5.3e-66,223.3,26.1,9.5,1,1,9,10,10,10,10,Tail fiber protein OS=Pectobacterium phage POP15 OX=2759209 GN=POP15_008 PE=4 SV=1,TC10,TC10,A0A974MZR9,Vequintavirinae,tr|A0A974MZR9|A0A974MZR9_9CAUD,-,cluster_D74,-,1.4e-71,239.1,124.9,1.8e-34,118.9,5.7,16.3,3,3,8,12,12,12,8,Tail fiber protein OS=Pectobacterium phage POP15 OX=2759209 GN=POP15_008 PE=4 SV=1,D74,Pectobacterium,Pectobacterium phage POP15.
2307,tr|A0A974RN31|A0A974RN31_9CAUD,-,cluster_0,-,3.1e-22,77.7,17.8,2.5e-11,41.5,7.0,3.0,1,1,2,3,3,3,3,Short tail fiber protein OS=Pectobacterium phage POP12 OX=2741065 GN=POP12_067 PE=4 SV=1,TC0,TC0,A0A974RN31,Straboviridae,tr|A0A974RN31|A0A974RN31_9CAUD,-,cluster_D38,-,3.5000000000000004e-32,110.6,17.6,1.8e-13,50.4,0.4,4.7,5,0,0,5,5,3,3,Short tail fiber protein OS=Pectobacterium phage POP12 OX=2741065 GN=POP12_067 PE=4 SV=1,D38,Pectobacterium,Pectobacterium phage POP12.
2308,tr|A0A976LXD4|A0A976LXD4_9CAUD,-,cluster_0,-,0.0,1045.5,56.8,0.0,1039.3,56.8,2.0,1,1,0,1,1,1,1,Long tail fiber proximal subunit OS=Klebsiella phage vB_KpnM_5N OX=2873401 PE=4 SV=1,TC0,TC0TC14,A0A976LXD4,Straboviridae,tr|A0A976LXD4|A0A976LXD4_9CAUD,-,cluster_D38,-,1.5e-70,234.4,42.0,1.1e-39,134.8,7.1,5.1,2,2,2,4,4,4,4,Long tail fiber proximal subunit OS=Klebsiella phage vB_KpnM_5N OX=2873401 PE=4 SV=1,D38,Klebsiella,Klebsiella phage vB_KpnM_5N.
2309,tr|A0A976LYH0|A0A976LYH0_9CAUD,-,cluster_11,-,1.7e-62,210.8,8.8,1.8999999999999998e-62,210.7,8.8,1.0,1,0,0,1,1,1,1,Tail fibers protein OS=Klebsiella phage vB_KpnM_5N OX=2873401 PE=4 SV=1,TC11,TC11,A0A976LYH0,Straboviridae,tr|A0A976LYH0|A0A976LYH0_9CAUD,-,cluster_D81,-,1.1e-21,76.3,0.2,2.2e-21,75.3,0.2,1.6,1,0,0,1,1,1,1,Tail fibers protein OS=Klebsiella phage vB_KpnM_5N OX=2873401 PE=4 SV=1,D81,Klebsiella,Klebsiella phage vB_KpnM_5N.
2310,tr|A0A976QW74|A0A976QW74_9CAUD,-,cluster_4,-,0.0,1693.3,28.0,0.0,1689.0,28.0,2.0,1,1,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage vB_KpnS-VAC110 OX=2914021 PE=4 SV=1,TC4,TC4TC3TC9,A0A976QW74,Drexlerviridae,tr|A0A976QW74|A0A976QW74_9CAUD,-,cluster_D39,-,3.5e-79,264.5,0.1,9.9e-79,263.1,0.1,1.8,1,0,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage vB_KpnS-VAC110 OX=2914021 PE=4 SV=1,D39,Klebsiella,Klebsiella phage vB_KpnS-VAC110.
2311,tr|A0A976R650|A0A976R650_9CAUD,-,cluster_4,-,0.0,1683.2,15.5,0.0,1683.1,15.5,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoS_Zar3M OX=2924881 PE=4 SV=1,TC4,TC4TC3TC9,A0A976R650,unclassified,tr|A0A976R650|A0A976R650_9CAUD,-,cluster_D9,-,2.2e-119,397.0,19.4,2.2e-119,397.0,19.4,1.8,2,0,0,2,2,1,1,Tail fiber protein OS=Escherichia phage vB_EcoS_Zar3M OX=2924881 PE=4 SV=1,D9,Escherichia,Escherichia phage vB_EcoS_Zar3M.
2312,tr|A0A976RWF5|A0A976RWF5_9CAUD,-,cluster_16,-,9.3e-140,466.9,17.2,2.1999999999999997e-139,465.7,17.2,1.5,1,1,0,1,1,1,1,Non-contractile tail fiber protein OS=Klebsiella phage 6996 OX=2912299 GN=6996_0044 PE=4 SV=1,TC16,TC16,A0A976RWF5,Autographiviridae,tr|A0A976RWF5|A0A976RWF5_9CAUD,-,cluster_D66,-,1.7e-71,238.2,2.9,3.3e-71,237.2,2.9,1.5,1,0,0,1,1,1,1,Non-contractile tail fiber protein OS=Klebsiella phage 6996 OX=2912299 GN=6996_0044 PE=4 SV=1,D66,Klebsiella,Klebsiella phage 6996.
